Number;Chemical name;Chemical Formula;Monoisotopic mass;[M+H]+;[M-H]-;Smile Code;INCHi;Source
656;Erythromycin-M240;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)OC4OC(C(O)=O)C(C(C4O)O)O)(CO)O)C)C)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-42(9,55)34(50)20(4)27(46)18(2)15-43(56,17-45)36(21(5)31(22(6)38(54)60-25)61-26-16-41(8,57-12)35(51)23(7)59-26)64-40-32(24(44(10)11)14-19(3)58-40)62-39-30(49)28(47)29(48)33(63-39)37(52)53/h18-26,28-36,39-40,45,47-51,55-56H,13-17H2,1-12H3,(H,52,53);BioTransformer 3.0
657;Erythromycin-M241;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)OC3OC(C(O)=O)C(C(C3O)O)O)(C)OC)C)OC4C(C(CC(O4)C)N(C)C)O)(CO)O)C)C)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-42(9,55)34(51)20(4)27(46)18(2)15-43(56,17-45)35(63-39-28(47)24(44(10)11)14-19(3)58-39)21(5)32(22(6)38(54)60-25)61-26-16-41(8,57-12)36(23(7)59-26)64-40-31(50)29(48)30(49)33(62-40)37(52)53/h18-26,28-36,39-40,45,47-51,55-56H,13-17H2,1-12H3,(H,52,53);BioTransformer 3.0
658;Erythromycin-M243;C37H67NO17S;829.412976;830.420801;828.405151;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(COS(O)(=O)=O)O)C)C)O)(C)O;InChI=1S/C37H67NO17S/c1-13-25-36(9,44)30(41)20(4)27(39)18(2)15-37(45,17-50-56(46,47)48)32(55-34-28(40)24(38(10)11)14-19(3)51-34)21(5)29(22(6)33(43)53-25)54-26-16-35(8,49-12)31(42)23(7)52-26/h18-26,28-32,34,40-42,44-45H,13-17H2,1-12H3,(H,46,47,48);BioTransformer 3.0
659;Erythromycin-M244;C37H67NO17S;829.412976;830.420801;828.405151;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(CO)O)C)C)OS(O)(=O)=O)(C)O;InChI=1S/C37H67NO17S/c1-13-25-36(9,44)31(55-56(46,47)48)20(4)27(40)18(2)15-37(45,17-39)32(54-34-28(41)24(38(10)11)14-19(3)50-34)21(5)29(22(6)33(43)52-25)53-26-16-35(8,49-12)30(42)23(7)51-26/h18-26,28-32,34,39,41-42,44-45H,13-17H2,1-12H3,(H,46,47,48);BioTransformer 3.0
660;Erythromycin-M245;C37H67NO17S;829.412976;830.420801;828.405151;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)OS(O)(=O)=O)(CO)O)C)C)O)(C)O;InChI=1S/C37H67NO17S/c1-13-25-36(9,44)30(41)20(4)27(40)18(2)15-37(45,17-39)32(54-34-29(55-56(46,47)48)24(38(10)11)14-19(3)50-34)21(5)28(22(6)33(43)52-25)53-26-16-35(8,49-12)31(42)23(7)51-26/h18-26,28-32,34,39,41-42,44-45H,13-17H2,1-12H3,(H,46,47,48);BioTransformer 3.0
661;Erythromycin-M246;C37H67NO17S;829.412976;830.420801;828.405151;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)OS(O)(=O)=O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(CO)O)C)C)O)(C)O;InChI=1S/C37H67NO17S/c1-13-25-36(9,44)30(42)20(4)27(40)18(2)15-37(45,17-39)31(54-34-28(41)24(38(10)11)14-19(3)50-34)21(5)29(22(6)33(43)52-25)53-26-16-35(8,49-12)32(23(7)51-26)55-56(46,47)48/h18-26,28-32,34,39,41-42,44-45H,13-17H2,1-12H3,(H,46,47,48);BioTransformer 3.0
662;Erythromycin-M247;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)CO)N(C)C)O)(C)O)C)C)O)(C)OC4OC(C(O)=O)C(C(C4O)O)O;InChI=1S/C43H75NO20/c1-13-25-43(9,64-40-31(50)29(48)30(49)33(62-40)37(53)54)34(51)19(3)27(46)18(2)15-41(7,56)36(63-39-28(47)24(44(10)11)14-23(17-45)59-39)20(4)32(21(5)38(55)60-25)61-26-16-42(8,57-12)35(52)22(6)58-26/h18-26,28-36,39-40,45,47-52,56H,13-17H2,1-12H3,(H,53,54);BioTransformer 3.0
663;Erythromycin-M248;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)CO)N(C)C)O)(C)O)C)C)OC4OC(C(O)=O)C(C(C4O)O)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-43(9,56)36(64-40-31(50)29(48)30(49)33(62-40)37(52)53)19(3)27(46)18(2)15-41(7,55)35(63-39-28(47)24(44(10)11)14-23(17-45)59-39)20(4)32(21(5)38(54)60-25)61-26-16-42(8,57-12)34(51)22(6)58-26/h18-26,28-36,39-40,45,47-51,55-56H,13-17H2,1-12H3,(H,52,53);BioTransformer 3.0
664;Erythromycin-M249;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)CO)N(C)C)O)(C)OC4OC(C(O)=O)C(C(C4O)O)O)C)C)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-43(9,56)34(51)19(3)27(46)18(2)15-42(8,64-40-31(50)29(48)30(49)33(62-40)37(53)54)36(63-39-28(47)24(44(10)11)14-23(17-45)59-39)20(4)32(21(5)38(55)60-25)61-26-16-41(7,57-12)35(52)22(6)58-26/h18-26,28-36,39-40,45,47-52,56H,13-17H2,1-12H3,(H,53,54);BioTransformer 3.0
665;Erythromycin-M250;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)CO)N(C)C)OC4OC(C(O)=O)C(C(C4O)O)O)(C)O)C)C)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-43(9,56)34(50)19(3)27(46)18(2)15-41(7,55)36(20(4)31(21(5)38(54)60-25)61-26-16-42(8,57-12)35(51)22(6)58-26)64-40-32(24(44(10)11)14-23(17-45)59-40)62-39-30(49)28(47)29(48)33(63-39)37(52)53/h18-26,28-36,39-40,45,47-51,55-56H,13-17H2,1-12H3,(H,52,53);BioTransformer 3.0
666;Erythromycin-M251;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)COC4OC(C(O)=O)C(C(C4O)O)O)N(C)C)O)(C)O)C)C)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-43(9,56)34(50)19(3)27(45)18(2)15-41(7,55)36(20(4)32(21(5)38(54)61-25)62-26-16-42(8,57-12)35(51)22(6)59-26)64-40-28(46)24(44(10)11)14-23(60-40)17-58-39-31(49)29(47)30(48)33(63-39)37(52)53/h18-26,28-36,39-40,46-51,55-56H,13-17H2,1-12H3,(H,52,53);BioTransformer 3.0
667;Erythromycin-M252;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)OC3OC(C(O)=O)C(C(C3O)O)O)(C)OC)C)OC4C(C(CC(O4)CO)N(C)C)O)(C)O)C)C)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-43(9,56)34(51)19(3)27(46)18(2)15-41(7,55)35(63-39-28(47)24(44(10)11)14-23(17-45)59-39)20(4)32(21(5)38(54)60-25)61-26-16-42(8,57-12)36(22(6)58-26)64-40-31(50)29(48)30(49)33(62-40)37(52)53/h18-26,28-36,39-40,45,47-51,55-56H,13-17H2,1-12H3,(H,52,53);BioTransformer 3.0
668;Erythromycin-M254;C37H67NO17S;829.412976;830.420801;828.405151;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)COS(O)(=O)=O)N(C)C)O)(C)O)C)C)O)(C)O;InChI=1S/C37H67NO17S/c1-13-25-37(9,45)30(41)19(3)27(39)18(2)15-35(7,44)32(55-34-28(40)24(38(10)11)14-23(52-34)17-50-56(46,47)48)20(4)29(21(5)33(43)53-25)54-26-16-36(8,49-12)31(42)22(6)51-26/h18-26,28-32,34,40-42,44-45H,13-17H2,1-12H3,(H,46,47,48);BioTransformer 3.0
669;Erythromycin-M255;C37H67NO17S;829.412976;830.420801;828.405151;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)CO)N(C)C)O)(C)O)C)C)OS(O)(=O)=O)(C)O;InChI=1S/C37H67NO17S/c1-13-25-37(9,45)32(55-56(46,47)48)19(3)27(40)18(2)15-35(7,44)31(54-34-28(41)24(38(10)11)14-23(17-39)51-34)20(4)29(21(5)33(43)52-25)53-26-16-36(8,49-12)30(42)22(6)50-26/h18-26,28-32,34,39,41-42,44-45H,13-17H2,1-12H3,(H,46,47,48);BioTransformer 3.0
670;Erythromycin-M256;C37H67NO17S;829.412976;830.420801;828.405151;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)CO)N(C)C)OS(O)(=O)=O)(C)O)C)C)O)(C)O;InChI=1S/C37H67NO17S/c1-13-25-37(9,45)30(41)19(3)27(40)18(2)15-35(7,44)32(54-34-29(55-56(46,47)48)24(38(10)11)14-23(17-39)51-34)20(4)28(21(5)33(43)52-25)53-26-16-36(8,49-12)31(42)22(6)50-26/h18-26,28-32,34,39,41-42,44-45H,13-17H2,1-12H3,(H,46,47,48);BioTransformer 3.0
671;Erythromycin-M257;C37H67NO17S;829.412976;830.420801;828.405151;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)OS(O)(=O)=O)(C)OC)C)OC3C(C(CC(O3)CO)N(C)C)O)(C)O)C)C)O)(C)O;InChI=1S/C37H67NO17S/c1-13-25-37(9,45)30(42)19(3)27(40)18(2)15-35(7,44)31(54-34-28(41)24(38(10)11)14-23(17-39)51-34)20(4)29(21(5)33(43)52-25)53-26-16-36(8,49-12)32(22(6)50-26)55-56(46,47)48/h18-26,28-32,34,39,41-42,44-45H,13-17H2,1-12H3,(H,46,47,48);BioTransformer 3.0
672;Erythromycin-M258;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)CO)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)OC4OC(C(O)=O)C(C(C4O)O)O;InChI=1S/C43H75NO20/c1-13-25-43(9,64-40-31(50)29(48)30(49)33(62-40)37(53)54)34(51)20(4)27(46)18(2)15-41(7,56)36(63-39-28(47)24(44(10)11)14-19(3)58-39)23(17-45)32(21(5)38(55)60-25)61-26-16-42(8,57-12)35(52)22(6)59-26/h18-26,28-36,39-40,45,47-52,56H,13-17H2,1-12H3,(H,53,54);BioTransformer 3.0
673;Erythromycin-M259;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)CO)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)OC4OC(C(O)=O)C(C(C4O)O)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-43(9,56)35(63-40-31(50)29(48)30(49)33(62-40)37(52)53)20(4)27(46)18(2)15-41(7,55)36(64-39-28(47)24(44(10)11)14-19(3)58-39)23(17-45)32(21(5)38(54)60-25)61-26-16-42(8,57-12)34(51)22(6)59-26/h18-26,28-36,39-40,45,47-51,55-56H,13-17H2,1-12H3,(H,52,53);BioTransformer 3.0
674;Erythromycin-M260;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)CO)OC3C(C(CC(O3)C)N(C)C)O)(C)OC4OC(C(O)=O)C(C(C4O)O)O)C)C)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-43(9,56)34(51)20(4)27(46)18(2)15-42(8,64-40-31(50)29(48)30(49)33(62-40)37(53)54)36(63-39-28(47)24(44(10)11)14-19(3)58-39)23(17-45)32(21(5)38(55)60-25)61-26-16-41(7,57-12)35(52)22(6)59-26/h18-26,28-36,39-40,45,47-52,56H,13-17H2,1-12H3,(H,53,54);BioTransformer 3.0
675;Erythromycin-M261;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)CO)OC3C(C(CC(O3)C)N(C)C)OC4OC(C(O)=O)C(C(C4O)O)O)(C)O)C)C)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-43(9,56)34(50)20(4)27(46)18(2)15-41(7,55)36(23(17-45)31(21(5)38(54)60-25)61-26-16-42(8,57-12)35(51)22(6)59-26)64-40-32(24(44(10)11)14-19(3)58-40)62-39-30(49)28(47)29(48)33(63-39)37(52)53/h18-26,28-36,39-40,45,47-51,55-56H,13-17H2,1-12H3,(H,52,53);BioTransformer 3.0
676;Erythromycin-M262;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)COC3OC(C(O)=O)C(C(C3O)O)O)OC4C(C(CC(O4)C)N(C)C)O)(C)O)C)C)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-43(9,56)34(50)20(4)27(45)18(2)15-41(7,55)36(64-40-28(46)24(44(10)11)14-19(3)59-40)23(17-58-39-31(49)29(47)30(48)33(63-39)37(52)53)32(21(5)38(54)61-25)62-26-16-42(8,57-12)35(51)22(6)60-26/h18-26,28-36,39-40,46-51,55-56H,13-17H2,1-12H3,(H,52,53);BioTransformer 3.0
677;Erythromycin-M263;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)OC3OC(C(O)=O)C(C(C3O)O)O)(C)OC)CO)OC4C(C(CC(O4)C)N(C)C)O)(C)O)C)C)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-43(9,56)34(51)20(4)27(46)18(2)15-41(7,55)36(64-39-28(47)24(44(10)11)14-19(3)58-39)23(17-45)32(21(5)38(54)60-25)61-26-16-42(8,57-12)35(22(6)59-26)63-40-31(50)29(48)30(49)33(62-40)37(52)53/h18-26,28-36,39-40,45,47-51,55-56H,13-17H2,1-12H3,(H,52,53);BioTransformer 3.0
678;Erythromycin-M265;C37H67NO17S;829.412976;830.420801;828.405151;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)COS(O)(=O)=O)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O;InChI=1S/C37H67NO17S/c1-13-25-37(9,45)30(41)20(4)27(39)18(2)15-35(7,44)32(55-34-28(40)24(38(10)11)14-19(3)51-34)23(17-50-56(46,47)48)29(21(5)33(43)53-25)54-26-16-36(8,49-12)31(42)22(6)52-26/h18-26,28-32,34,40-42,44-45H,13-17H2,1-12H3,(H,46,47,48);BioTransformer 3.0
679;Erythromycin-M266;C37H67NO17S;829.412976;830.420801;828.405151;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)CO)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)OS(O)(=O)=O)(C)O;InChI=1S/C37H67NO17S/c1-13-25-37(9,45)31(55-56(46,47)48)20(4)27(40)18(2)15-35(7,44)32(54-34-28(41)24(38(10)11)14-19(3)50-34)23(17-39)29(21(5)33(43)52-25)53-26-16-36(8,49-12)30(42)22(6)51-26/h18-26,28-32,34,39,41-42,44-45H,13-17H2,1-12H3,(H,46,47,48);BioTransformer 3.0
680;Erythromycin-M267;C37H67NO17S;829.412976;830.420801;828.405151;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)CO)OC3C(C(CC(O3)C)N(C)C)OS(O)(=O)=O)(C)O)C)C)O)(C)O;InChI=1S/C37H67NO17S/c1-13-25-37(9,45)30(41)20(4)27(40)18(2)15-35(7,44)32(54-34-29(55-56(46,47)48)24(38(10)11)14-19(3)50-34)23(17-39)28(21(5)33(43)52-25)53-26-16-36(8,49-12)31(42)22(6)51-26/h18-26,28-32,34,39,41-42,44-45H,13-17H2,1-12H3,(H,46,47,48);BioTransformer 3.0
681;Erythromycin-M268;C37H67NO17S;829.412976;830.420801;828.405151;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)OS(O)(=O)=O)(C)OC)CO)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O;InChI=1S/C37H67NO17S/c1-13-25-37(9,45)30(42)20(4)27(40)18(2)15-35(7,44)32(54-34-28(41)24(38(10)11)14-19(3)50-34)23(17-39)29(21(5)33(43)52-25)53-26-16-36(8,49-12)31(22(6)51-26)55-56(46,47)48/h18-26,28-32,34,39,41-42,44-45H,13-17H2,1-12H3,(H,46,47,48);BioTransformer 3.0
682;Erythromycin-M269;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(CO)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)OC4OC(C(O)=O)C(C(C4O)O)O;InChI=1S/C43H75NO20/c1-13-25-42(9,64-40-31(50)29(48)30(49)33(62-40)37(53)54)34(51)20(4)27(46)18(2)15-41(8,56)36(63-39-28(47)24(44(10)11)14-19(3)58-39)21(5)32(22(6)38(55)60-25)61-26-16-43(17-45,57-12)35(52)23(7)59-26/h18-26,28-36,39-40,45,47-52,56H,13-17H2,1-12H3,(H,53,54);BioTransformer 3.0
683;Erythromycin-M270;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(CO)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)OC4OC(C(O)=O)C(C(C4O)O)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-42(9,56)36(64-40-31(50)29(48)30(49)33(62-40)37(52)53)20(4)27(46)18(2)15-41(8,55)35(63-39-28(47)24(44(10)11)14-19(3)58-39)21(5)32(22(6)38(54)60-25)61-26-16-43(17-45,57-12)34(51)23(7)59-26/h18-26,28-36,39-40,45,47-51,55-56H,13-17H2,1-12H3,(H,52,53);BioTransformer 3.0
684;Erythromycin-M271;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(CO)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC4OC(C(O)=O)C(C(C4O)O)O)C)C)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-42(9,56)34(51)20(4)27(46)18(2)15-41(8,64-40-31(50)29(48)30(49)33(62-40)37(53)54)36(63-39-28(47)24(44(10)11)14-19(3)58-39)21(5)32(22(6)38(55)60-25)61-26-16-43(17-45,57-12)35(52)23(7)59-26/h18-26,28-36,39-40,45,47-52,56H,13-17H2,1-12H3,(H,53,54);BioTransformer 3.0
685;Erythromycin-M272;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(CO)OC)C)OC3C(C(CC(O3)C)N(C)C)OC4OC(C(O)=O)C(C(C4O)O)O)(C)O)C)C)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-42(9,56)34(50)20(4)27(46)18(2)15-41(8,55)36(21(5)31(22(6)38(54)60-25)61-26-16-43(17-45,57-12)35(51)23(7)59-26)64-40-32(24(44(10)11)14-19(3)58-40)62-39-30(49)28(47)29(48)33(63-39)37(52)53/h18-26,28-36,39-40,45,47-51,55-56H,13-17H2,1-12H3,(H,52,53);BioTransformer 3.0
686;Erythromycin-M273;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(COC3OC(C(O)=O)C(C(C3O)O)O)OC)C)OC4C(C(CC(O4)C)N(C)C)O)(C)O)C)C)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-42(9,56)34(50)20(4)27(45)18(2)15-41(8,55)36(64-40-28(46)24(44(10)11)14-19(3)59-40)21(5)32(22(6)38(54)61-25)62-26-16-43(57-12,35(51)23(7)60-26)17-58-39-31(49)29(47)30(48)33(63-39)37(52)53/h18-26,28-36,39-40,46-51,55-56H,13-17H2,1-12H3,(H,52,53);BioTransformer 3.0
687;Erythromycin-M274;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)OC3OC(C(O)=O)C(C(C3O)O)O)(CO)OC)C)OC4C(C(CC(O4)C)N(C)C)O)(C)O)C)C)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-42(9,56)34(51)20(4)27(46)18(2)15-41(8,55)35(63-39-28(47)24(44(10)11)14-19(3)58-39)21(5)32(22(6)38(54)60-25)61-26-16-43(17-45,57-12)36(23(7)59-26)64-40-31(50)29(48)30(49)33(62-40)37(52)53/h18-26,28-36,39-40,45,47-51,55-56H,13-17H2,1-12H3,(H,52,53);BioTransformer 3.0
688;Erythromycin-M276;C37H67NO17S;829.412976;830.420801;828.405151;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(COS(O)(=O)=O)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O;InChI=1S/C37H67NO17S/c1-13-25-36(9,45)30(41)20(4)27(39)18(2)15-35(8,44)32(55-34-28(40)24(38(10)11)14-19(3)51-34)21(5)29(22(6)33(43)53-25)54-26-16-37(49-12,17-50-56(46,47)48)31(42)23(7)52-26/h18-26,28-32,34,40-42,44-45H,13-17H2,1-12H3,(H,46,47,48);BioTransformer 3.0
689;Erythromycin-M277;C37H67NO17S;829.412976;830.420801;828.405151;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(CO)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)OS(O)(=O)=O)(C)O;InChI=1S/C37H67NO17S/c1-13-25-36(9,45)32(55-56(46,47)48)20(4)27(40)18(2)15-35(8,44)31(54-34-28(41)24(38(10)11)14-19(3)50-34)21(5)29(22(6)33(43)52-25)53-26-16-37(17-39,49-12)30(42)23(7)51-26/h18-26,28-32,34,39,41-42,44-45H,13-17H2,1-12H3,(H,46,47,48);BioTransformer 3.0
690;Erythromycin-M278;C37H67NO17S;829.412976;830.420801;828.405151;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(CO)OC)C)OC3C(C(CC(O3)C)N(C)C)OS(O)(=O)=O)(C)O)C)C)O)(C)O;InChI=1S/C37H67NO17S/c1-13-25-36(9,45)30(41)20(4)27(40)18(2)15-35(8,44)32(54-34-29(55-56(46,47)48)24(38(10)11)14-19(3)50-34)21(5)28(22(6)33(43)52-25)53-26-16-37(17-39,49-12)31(42)23(7)51-26/h18-26,28-32,34,39,41-42,44-45H,13-17H2,1-12H3,(H,46,47,48);BioTransformer 3.0
691;Erythromycin-M279;C37H67NO17S;829.412976;830.420801;828.405151;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)OS(O)(=O)=O)(CO)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O;InChI=1S/C37H67NO17S/c1-13-25-36(9,45)30(42)20(4)27(40)18(2)15-35(8,44)31(54-34-28(41)24(38(10)11)14-19(3)50-34)21(5)29(22(6)33(43)52-25)53-26-16-37(17-39,49-12)32(23(7)51-26)55-56(46,47)48/h18-26,28-32,34,39,41-42,44-45H,13-17H2,1-12H3,(H,46,47,48);BioTransformer 3.0
692;Erythromycin-M280;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)CO)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)OC4OC(C(O)=O)C(C(C4O)O)O;InChI=1S/C43H75NO20/c1-13-25-43(9,64-40-31(50)29(48)30(49)33(62-40)37(53)54)34(51)20(4)27(46)18(2)15-41(7,56)36(63-39-28(47)23(44(10)11)14-19(3)58-39)21(5)32(22(6)38(55)60-25)61-26-16-42(8,57-12)35(52)24(17-45)59-26/h18-26,28-36,39-40,45,47-52,56H,13-17H2,1-12H3,(H,53,54);BioTransformer 3.0
693;Erythromycin-M281;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)CO)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)OC4OC(C(O)=O)C(C(C4O)O)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-43(9,56)36(64-40-31(50)29(48)30(49)33(62-40)37(52)53)20(4)27(46)18(2)15-41(7,55)35(63-39-28(47)23(44(10)11)14-19(3)58-39)21(5)32(22(6)38(54)60-25)61-26-16-42(8,57-12)34(51)24(17-45)59-26/h18-26,28-36,39-40,45,47-51,55-56H,13-17H2,1-12H3,(H,52,53);BioTransformer 3.0
694;Erythromycin-M282;C43H75NO20;925.488249;926.496074;924.480424;CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)CO)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC4OC(C(O)=O)C(C(C4O)O)O)C)C)O)(C)O;InChI=1S/C43H75NO20/c1-13-25-43(9,56)34(51)20(4)27(46)18(2)15-42(8,64-40-31(50)29(48)30(49)33(62-40)37(53)54)36(63-39-28(47)23(44(10)11)14-19(3)58-39)21(5)32(22(6)38(55)60-25)61-26-16-41(7,57-12)35(52)24(17-45)59-26/h18-26,28-36,39-40,45,47-52,56H,13-17H2,1-12H3,(H,53,54);BioTransformer 3.0
